pose
"[0.0, 0.0, 0.0]"
"[7.125, 5.5, 0]"
"[6.5, 5.875, 0]"
"[6.5, 6.875, 0]"
"[6.5, 7.875, 0]"
"[6.5, 8.875, 0]"
"[6.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[9.5, 2.875, 0]"
"[9.5, 3.875, 0]"
"[9.5, 4.875, 0]"
"[9.5, 5.875, 0]"
"[9.5, 6.875, 0]"
"[9.5, 7.875, 0]"
"[9.5, 8.875, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[0.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 6.875, 0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[1.875, 0.5, 0]"
"[2.875, 0.5, 0]"
"[3.5, 0.875, 0]"
"[3.875, 1.5, 0]"
"[4.5, 1.875, 0]"
"[4.5, 2.875, 0]"
"[4.5, 3.875, 0]"
"[4.5, 4.875, 0]"
"[4.5, 5.875, 0]"
"[4.875, 6.5, 0]"
"[5.5, 6.875, 0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[3.5, 8.875, 0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[4.5, 6.875, 0]"
"[4.5, 7.875, 0]"
"[4.5, 8.875, 0]"
"[4.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.5, 8.875, 0]"
"[6.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[7.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.5, 5.875, 0]"
"[2.5, 6.875, 0]"
"[2.5, 7.875, 0]"
"[2.5, 8.875, 0]"
"[2.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.5, 8.875, 0]"
"[2.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[0.5, 0.875, 0]"
"[0.5, 1.125, 0]"
"[0.5, 0.875, 0]"
"[0.5, 1.125, 0]"
"[0.5, 0.875, 0]"
"[0.5, 1.125, 0]"
"[0.5, 0.875, 0]"
"[0.5, 1.125, 0]"
"[0.5, 0.875, 0]"
"[0.5, 1.125, 0]"
"[0.5, 0.875, 0]"
"[0.5, 1.125, 0]"
"[0.875, 0.5, 0]"
"[1.875, 0.5, 0]"
"[2.875, 0.5, 0]"
"[3.5, 0.875, 0]"
"[3.5, 1.875, 0]"
"[3.5, 2.875, 0]"
"[3.5, 3.875, 0]"
"[3.5, 4.875, 0]"
"[3.5, 5.875, 0]"
"[3.5, 6.875, 0]"
"[3.5, 7.875, 0]"
"[3.875, 8.5, 0]"
"[4.5, 8.875, 0]"
"[4.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[1.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[1.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.5, 5.875, 0]"
"[2.5, 6.875, 0]"
"[2.5, 7.875, 0]"
"[2.5, 8.875, 0]"
"[2.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.875, 0.5, 0]"
"[7.875, 0.5, 0]"
"[8.5, 0.875, 0]"
"[8.5, 1.875, 0]"
"[8.5, 2.875, 0]"
"[8.5, 3.875, 0]"
"[8.5, 4.875, 0]"
"[8.5, 5.875, 0]"
"[8.5, 6.875, 0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.125, 5.5, 0]"
"[1.5, 5.875, 0]"
"[1.5, 6.875, 0]"
"[1.5, 7.875, 0]"
"[1.5, 8.875, 0]"
"[1.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[3.5, 1.875, 0]"
"[3.5, 2.875, 0]"
"[3.5, 3.875, 0]"
"[3.5, 4.875, 0]"
"[3.5, 5.875, 0]"
"[3.5, 6.875, 0]"
"[3.5, 7.875, 0]"
"[3.5, 8.875, 0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.5, 1.875, 0]"
"[6.5, 2.875, 0]"
"[6.5, 3.875, 0]"
"[6.5, 4.875, 0]"
"[6.5, 5.875, 0]"
"[6.5, 6.875, 0]"
"[6.5, 7.875, 0]"
"[6.5, 8.875, 0]"
"[6.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 6.875, 0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.5, 2.875, 0]"
"[6.5, 3.875, 0]"
"[6.5, 4.875, 0]"
"[6.5, 5.875, 0]"
"[6.5, 6.875, 0]"
"[6.5, 7.875, 0]"
"[6.5, 8.875, 0]"
"[6.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[9.5, 2.875, 0]"
"[9.5, 3.875, 0]"
"[9.5, 4.875, 0]"
"[9.5, 5.875, 0]"
"[9.5, 6.875, 0]"
"[9.5, 7.875, 0]"
"[9.5, 8.875, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 4.875, 0]"
"[8.5, 5.875, 0]"
"[8.5, 6.875, 0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[7.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.5, 8.875, 0]"
"[2.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 5.875, 0]"
"[5.5, 6.875, 0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 2.875, 0]"
"[8.5, 3.875, 0]"
"[8.5, 4.875, 0]"
"[8.5, 5.875, 0]"
"[8.5, 6.875, 0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.5, 0.875, 0]"
"[6.5, 1.875, 0]"
"[6.5, 2.875, 0]"
"[6.5, 3.875, 0]"
"[6.5, 4.875, 0]"
"[6.5, 5.875, 0]"
"[6.5, 6.875, 0]"
"[6.5, 7.875, 0]"
"[6.125, 8.5, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[0.5, 5.875, 0]"
"[0.5, 6.875, 0]"
"[0.5, 7.875, 0]"
"[0.5, 8.875, 0]"
"[0.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[7.5, 3.875, 0]"
"[7.5, 4.875, 0]"
"[7.5, 5.875, 0]"
"[7.5, 6.875, 0]"
"[7.5, 7.875, 0]"
"[7.5, 8.875, 0]"
"[7.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 0.875, 0]"
"[8.5, 1.875, 0]"
"[8.5, 2.875, 0]"
"[8.5, 3.875, 0]"
"[8.5, 4.875, 0]"
"[8.5, 5.875, 0]"
"[8.5, 6.875, 0]"
"[8.875, 7.5, 0]"
"[9.5, 7.875, 0]"
"[9.5, 8.875, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.875, 9.5, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.5, 2.875, 0]"
"[2.5, 3.875, 0]"
"[2.5, 4.875, 0]"
"[2.5, 5.875, 0]"
"[2.5, 6.875, 0]"
"[2.5, 7.875, 0]"
"[2.5, 8.875, 0]"
"[2.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[4.5, 6.875, 0]"
"[4.5, 7.875, 0]"
"[4.5, 8.875, 0]"
"[4.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[7.5, 7.875, 0]"
"[7.5, 8.875, 0]"
"[7.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[3.5, 8.875, 0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[1.5, 8.875, 0]"
"[1.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[3.5, 4.875, 0]"
"[3.5, 5.875, 0]"
"[3.5, 6.875, 0]"
"[3.5, 7.875, 0]"
"[3.5, 8.875, 0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 3.875, 0]"
"[5.5, 4.875, 0]"
"[5.5, 5.875, 0]"
"[5.5, 6.875, 0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.125, 9.5, 0]"
"[4.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[7.5, 8.875, 0]"
"[7.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[4.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[9.5, 0.875, 0]"
"[9.5, 1.875, 0]"
"[9.5, 2.875, 0]"
"[9.5, 3.875, 0]"
"[9.5, 4.875, 0]"
"[9.5, 5.875, 0]"
"[9.5, 6.875, 0]"
"[9.5, 7.875, 0]"
"[9.5, 8.875, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[9.5, 8.875, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 2.875, 0]"
"[8.5, 3.875, 0]"
"[8.5, 4.875, 0]"
"[8.5, 5.875, 0]"
"[8.5, 6.875, 0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 5.875, 0]"
"[5.5, 6.875, 0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.125, 9.5, 0]"
"[4.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 1.875, 0]"
"[5.5, 2.875, 0]"
"[5.5, 3.875, 0]"
"[5.5, 4.875, 0]"
"[5.5, 5.875, 0]"
"[5.5, 6.875, 0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.5, 6.875, 0]"
"[2.875, 7.5, 0]"
"[3.5, 7.875, 0]"
"[3.5, 8.875, 0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.5, 5.875, 0]"
"[6.5, 6.125, 0]"
"[6.5, 5.875, 0]"
"[6.5, 6.875, 0]"
"[6.5, 7.875, 0]"
"[6.5, 8.875, 0]"
"[6.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[4.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[9.5, 2.875, 0]"
"[9.5, 3.875, 0]"
"[9.5, 4.875, 0]"
"[9.5, 5.875, 0]"
"[9.5, 6.125, 0]"
"[9.5, 5.875, 0]"
"[9.5, 6.875, 0]"
"[9.5, 7.875, 0]"
"[9.5, 8.875, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[5.5, 5.875, 0]"
"[5.5, 6.875, 0]"
"[5.5, 7.875, 0]"
"[5.5, 8.875, 0]"
"[5.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[2.125, 3.5, 0]"
"[1.5, 3.875, 0]"
"[1.5, 4.875, 0]"
"[1.5, 5.875, 0]"
"[1.5, 6.875, 0]"
"[1.5, 7.875, 0]"
"[1.5, 8.875, 0]"
"[1.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[3.5, 1.875, 0]"
"[3.5, 2.875, 0]"
"[3.5, 3.875, 0]"
"[3.5, 4.875, 0]"
"[3.5, 5.875, 0]"
"[3.5, 6.875, 0]"
"[3.5, 7.875, 0]"
"[3.5, 8.875, 0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[0.5, 6.875, 0]"
"[0.5, 7.875, 0]"
"[0.5, 8.875, 0]"
"[0.125, 9.5, 0]"
"[0.0, 0.0, 0.0]"
"[3.5, 0.875, 0]"
"[3.5, 1.875, 0]"
"[3.5, 2.875, 0]"
"[3.5, 3.875, 0]"
"[3.5, 4.875, 0]"
"[3.5, 5.875, 0]"
"[3.5, 6.875, 0]"
"[3.5, 7.875, 0]"
"[3.5, 8.875, 0]"
"[3.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[8.5, 3.875, 0]"
"[8.5, 4.875, 0]"
"[8.5, 5.875, 0]"
"[8.5, 6.875, 0]"
"[8.5, 7.875, 0]"
"[8.5, 8.875, 0]"
"[8.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[7.5, 6.875, 0]"
"[7.5, 7.875, 0]"
"[7.5, 8.875, 0]"
"[7.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[9.5, 0.875, 0]"
"[9.5, 1.875, 0]"
"[9.5, 2.875, 0]"
"[9.5, 3.875, 0]"
"[9.5, 4.875, 0]"
"[9.5, 5.875, 0]"
"[9.5, 6.875, 0]"
"[9.5, 7.875, 0]"
"[9.5, 8.875, 0]"
"[9.5, 9.875, 0]"
"[0.0, 0.0, 0.0]"
"[6.5, 4.875, 0]"
"[6.5, 5.875, 0]"
"[6.5, 6.875, 0]"
"[6.5, 7.875, 0]"
"[6.5, 8.875, 0]"
"[6.5, 9.875, 0]"
