episode,reward
0,1.6007984803332795
1,1.5361489456798807
2,1.7424908024295873
3,1.3781376246518056
4,1.9367769348628849
5,1.6047646528542696
6,1.4745382818452013
7,1.1677258215618129
8,2.1534650123528225
9,1.1679324698958309
10,1.0429834561679687
11,1.3878679597437895
12,1.4686585969866779
13,1.8821339099856396
14,1.8577633988989033
15,1.3044869901472054
16,1.0876509682409359
17,1.4990302662147676
18,2.0639880154780674
19,1.4622799333494869
20,1.7299492678527708
21,1.6375638673096315
22,1.4720547409485569
23,1.4430168722338692
24,1.4000742890762319
25,2.094733996432093
26,1.3250007051532462
27,1.2653577928331423
28,1.0467798662872316
29,1.2002368281501028
30,1.6126288609504618
31,1.6126382246322721
32,1.5972102524560428
33,1.9472975905348371
34,1.4961461518291388
35,1.2588362170802962
36,0.97802203920493724
37,1.1564905791909423
38,0.94527810117914912
39,1.4580274564241176
40,1.2010511709878604
41,1.4126441948044224
42,1.8488966191901597
43,1.5433914311785444
44,1.3233813370717222
45,0.99137574653383453
46,1.0206432240603347
47,1.2942288136315145
48,1.7574479690386251
49,1.8696374171989274
50,1.6337692774590651
51,1.4841880223010873
52,1.5028034472934808
53,2.1209317248457684
54,1.6972355882390169
55,1.6952880895466553
56,2.2099850473610552
57,1.6560791668076285
58,1.6980072088619003
59,1.3899899197387304
60,1.6505520080249405
61,0.62817190557545421
62,1.3980459940935639
63,1.4335149820925794
64,1.6235599637059213
65,1.1459272296152816
66,0.99647218794711367
67,1.279394307683807
68,1.1988123854904551
69,1.0342894860144298
70,1.6261804356088858
71,1.5056961935531243
72,1.4369813211652462
73,1.1948336946731926
74,1.6229615789896148
75,1.1523390202732962
76,1.5679121540313923
77,1.1746866391836643
78,1.878179286005802
79,1.8478852433744475
80,1.70491037673785
81,1.4443003267549352
82,1.7022236291547199
83,1.5377865920889418
84,0.96876181549750928
85,1.0261689083046044
86,1.8708936001368854
87,1.695070630806591
88,1.566681414860325
89,1.4373382790915881
90,1.5981917905975187
91,1.7609997886184601
92,1.9417448453362911
93,1.8280935203588937
94,1.1448109768579284
95,1.6627825834282997
96,1.611693642629781
97,1.7162340784301451
98,1.8048439580582643
99,2.0005071705469502
100,2.2455552995320462
101,1.9988600698705508
102,1.7959960174079239
103,1.4982929307228008
104,1.6951278263512428
105,1.3094415020373364
106,1.5420104910543038
107,1.7669238633455024
108,1.5202108129012406
109,1.8634975809933141
110,1.44522959729833
111,1.9605006394389513
112,1.6079702006752132
